Genre,NA_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Shooter,0.9,73,35,7.9,46,T
Action,0.9,79,59,7.2,114,E10+
Misc,0.9,71,33,7.9,51,E
Simulation,0.9,68,38,7.2,56,E
Action,0.9,78,15,5.8,712,M
Role-Playing,0.9,87,42,6.6,384,M
Action,0.9,72,13,6.1,14,E10+
Fighting,0.9,84,70,6.7,80,T
Misc,0.9,77,23,7.7,36,E10+
Strategy,0.9,81,23,7.4,29,E10+
Sports,0.89,84,45,4.4,459,E
Shooter,0.89,89,61,7.5,4926,M
Shooter,0.89,73,88,6.8,2102,M
Role-Playing,0.89,77,45,7.1,136,E10+
Shooter,0.89,90,62,8.9,491,T
Sports,0.89,85,20,6.5,368,E
Action,0.89,89,56,9,203,E
Action,0.89,89,79,8.7,768,M
Action,0.89,75,56,8.3,99,M
Shooter,0.89,82,14,7.4,83,T
Sports,0.89,81,31,5.3,33,E
Misc,0.88,80,32,7.5,22,E
Shooter,0.88,90,32,8.5,1041,M
Shooter,0.88,74,34,5.4,1304,M
Action,0.88,92,44,8.8,204,T
Sports,0.88,64,54,7.1,34,E
Platform,0.88,88,64,9,178,E
Simulation,0.88,84,57,9.1,81,T
Action,0.88,82,50,7.9,135,M
Action,0.88,75,54,8.2,267,E10+
Action,0.88,85,16,6.6,694,M
Fighting,0.88,75,43,8.5,84,M
Sports,0.88,82,46,7.6,34,E
Sports,0.88,85,28,8.7,22,E
Racing,0.87,73,14,7.9,39,E10+
Action,0.87,64,8,7.1,7,E
Shooter,0.87,83,21,5.9,371,M
Shooter,0.87,92,60,8.8,279,T
Platform,0.87,57,27,7.9,139,E
Simulation,0.87,73,25,8.7,6,E10+
Shooter,0.87,86,58,8.1,89,T
Sports,0.87,83,26,6.7,37,E
Misc,0.87,39,5,5.6,8,E10+
Misc,0.86,59,22,4,4,E
Puzzle,0.86,83,61,7.4,179,E10+
Shooter,0.86,71,24,7.9,47,T
Action,0.86,82,50,7.7,384,M
Misc,0.86,70,11,7.8,17,E
Fighting,0.86,83,46,8.9,73,M
Action,0.86,71,34,5.7,33,M
Shooter,0.86,86,80,7.8,869,M
Sports,0.86,38,10,5.7,7,E
Shooter,0.86,80,53,8.9,58,T
Platform,0.86,83,37,5.7,45,E10+
Action,0.86,74,26,7.8,387,M
Racing,0.86,55,14,6.8,9,E
Action,0.86,76,14,7.3,11,E
Racing,0.86,79,30,8.4,17,E
Sports,0.86,90,17,6.2,91,E
Strategy,0.86,44,19,6.6,25,E
Sports,0.86,86,29,7.1,70,E
Sports,0.86,87,23,7.5,75,E
Shooter,0.85,84,42,9.1,51,T
Action,0.85,47,21,6.6,129,M
Simulation,0.85,55,6,6.2,6,E10+
Sports,0.85,92,33,8.9,71,E
Platform,0.85,76,18,7.6,13,E
Action,0.85,74,79,7.8,458,M
Shooter,0.85,88,62,8.2,492,M
Misc,0.85,79,45,8.5,40,E10+
Action,0.85,79,71,6.5,482,T
Shooter,0.85,88,71,7.4,116,M
Sports,0.85,85,33,9.1,26,T
Shooter,0.85,81,51,8.9,155,T
Shooter,0.85,89,11,5.2,393,T
Sports,0.85,95,16,7.5,22,E
Shooter,0.85,74,38,7.6,51,M
Racing,0.85,54,17,2.1,11,E
Simulation,0.85,61,11,4.8,5,E
Role-Playing,0.84,82,42,4.8,1265,T
Misc,0.84,72,40,8,5,E10+
Action,0.84,75,43,7.8,42,E10+
Platform,0.84,80,49,8.3,30,E10+
Action,0.84,78,83,7.8,356,M
Racing,0.84,94,76,7.2,139,T
Misc,0.84,77,30,8.2,62,T
Shooter,0.83,95,54,8.4,937,E10+
Strategy,0.83,86,68,7.9,1346,T
Role-Playing,0.83,80,27,8.2,99,T
Shooter,0.83,70,85,6,399,M
Action,0.83,60,77,6.1,1409,M
Role-Playing,0.83,70,17,7.9,15,E
Role-Playing,0.82,87,44,7.8,212,E
Racing,0.82,85,83,8.4,431,T
Misc,0.82,67,25,8.3,66,E10+
Shooter,0.82,81,77,6.7,559,M
Action,0.82,65,69,7.1,71,T
Action,0.82,93,74,8.6,68,T
Action,0.82,61,44,8.1,54,T
Action,0.82,83,60,8.3,40,T
Sports,0.82,84,70,8,72,T
Action,0.82,79,9,4.1,34,E
Action,0.81,76,86,6.8,1319,M
Shooter,0.81,90,31,6.1,1358,T
Fighting,0.81,83,37,7.9,24,T
Sports,0.81,83,44,9.2,19,E
Shooter,0.81,83,70,7.7,263,T
Fighting,0.81,84,56,7.3,147,T
Racing,0.81,50,8,4.7,6,E
Shooter,0.81,81,31,9,36,T
Simulation,0.81,70,13,6.1,24,E10+
Sports,0.81,85,28,7.6,14,E
Sports,0.8,82,47,5.7,988,E
Role-Playing,0.8,80,55,7.7,134,T
Sports,0.8,88,18,8.9,18,E
Shooter,0.8,82,15,7.5,383,M
Action,0.8,63,41,6.8,121,T
Action,0.8,77,4,7.9,8,E
Sports,0.8,81,18,8.7,34,E
Fighting,0.8,85,54,7.2,48,T
Shooter,0.8,80,25,5.8,87,M
Misc,0.8,60,8,7.7,11,E
Racing,0.8,51,11,7.8,17,E
Sports,0.8,76,29,6.8,27,E
Sports,0.79,80,46,7.6,82,T
Racing,0.79,64,62,5.9,104,T
Sports,0.79,77,33,8.7,20,E
Puzzle,0.79,60,17,9.3,4,E
Action,0.79,84,61,8,248,M
Sports,0.79,73,32,7.5,25,E
Platform,0.79,80,22,9.1,37,E
Shooter,0.79,70,67,7.4,254,M
Sports,0.79,81,33,7,28,E
Sports,0.79,85,22,7.4,25,E
Sports,0.78,86,37,4.3,576,E
Sports,0.78,80,32,7.8,47,E
Role-Playing,0.78,79,53,6.6,707,T
Platform,0.78,71,29,8.1,41,E
Shooter,0.78,86,81,6,1079,T
Fighting,0.78,94,36,8,84,T
Sports,0.78,93,35,8.3,33,E
Strategy,0.78,89,39,8.7,121,E
Role-Playing,0.78,53,34,6.7,106,E
Sports,0.78,69,6,8.1,14,E
Role-Playing,0.78,94,62,8.5,1081,M
Sports,0.78,88,9,8,7,E
Shooter,0.78,84,96,6.2,815,M
Platform,0.78,69,25,7.4,25,E10+
Role-Playing,0.78,77,11,8.4,613,M
Shooter,0.78,73,55,7.8,22,T
Action,0.78,91,77,9.1,933,T
Role-Playing,0.78,75,21,8.9,39,E
Racing,0.78,61,17,8.3,6,T
Fighting,0.78,92,39,8.9,54,T
Action,0.78,75,37,7.9,67,M
Sports,0.78,83,30,8.9,31,E
Sports,0.78,82,17,5.8,41,E
Action,0.77,82,22,7.9,76,E10+
Sports,0.77,90,18,8.7,24,E
Racing,0.77,79,21,6.8,18,T
Shooter,0.77,74,24,6.9,252,M
Strategy,0.77,65,29,8.9,51,E
Fighting,0.77,40,23,6.1,22,T
Fighting,0.77,81,27,8.4,24,M
Sports,0.77,83,25,8.6,19,E
Shooter,0.76,88,25,8,69,M
Racing,0.76,77,52,6.3,82,E10+
Racing,0.76,71,37,5.7,36,T
Shooter,0.76,89,70,8.3,684,M
Shooter,0.76,84,50,8.1,203,T
Sports,0.76,79,8,8.1,22,E
Shooter,0.76,65,23,5.8,28,T
Action,0.76,65,12,7.7,6,E
Platform,0.76,51,22,6.6,120,E10+
Sports,0.76,82,19,7.2,22,E
Role-Playing,0.75,89,54,8.7,1397,M
Action,0.75,79,76,6.9,216,M
Shooter,0.75,94,51,8.7,881,M
Action,0.75,80,35,6.6,38,E10+
Platform,0.75,85,10,9,96,T
Misc,0.75,73,28,7.2,9,E10+
Action,0.75,84,25,9.1,16,E10+
Action,0.75,87,69,9.1,293,T
Racing,0.75,90,52,8.8,114,E10+
Sports,0.75,83,30,7.8,39,E
Sports,0.75,77,9,6.2,40,E
Sports,0.75,80,20,6.9,14,E
Platform,0.74,56,20,4.1,95,E
Racing,0.74,69,24,7.7,59,E
Platform,0.74,79,30,8.4,34,E
Fighting,0.74,71,52,6.3,89,T
Shooter,0.74,74,43,7.3,118,M
Racing,0.74,47,52,2.1,98,E
Fighting,0.74,86,57,8.4,96,T
Sports,0.74,79,24,8.5,10,E
Platform,0.74,71,10,8.6,34,E
Platform,0.74,50,14,6.5,28,T
Sports,0.74,76,25,8,20,M
Sports,0.74,83,29,6.2,16,E
Simulation,0.74,57,11,6.7,28,T
Racing,0.73,73,26,6,43,E10+
Role-Playing,0.73,89,43,7.4,1984,M
Racing,0.73,80,53,6.2,667,E10+
Simulation,0.73,78,39,6.4,55,T
Racing,0.73,83,75,6.5,134,E
Racing,0.73,87,85,7.9,863,E
Action,0.73,73,14,7,13,E10+
Racing,0.73,64,25,7.8,38,E
Shooter,0.73,89,78,8.4,535,M
Action,0.73,87,12,8,585,M
Puzzle,0.73,76,32,7.9,17,E
Platform,0.73,70,25,6.4,14,E
Misc,0.73,70,39,5,26,T
Sports,0.73,87,38,8.3,27,E
Platform,0.73,73,9,7.8,13,E
Misc,0.73,93,57,8.2,137,T
Role-Playing,0.73,68,20,7.2,105,E10+
Misc,0.73,57,8,7,15,E10+
Racing,0.72,81,81,7.7,758,E
Misc,0.72,73,24,7.7,29,E10+
Role-Playing,0.72,86,43,6.4,557,M
Shooter,0.72,94,27,8.5,1863,M
Action,0.72,89,35,7.9,781,M
Role-Playing,0.72,80,55,8.1,94,T
Sports,0.72,82,19,7.4,20,E
Fighting,0.72,85,65,7.9,129,T
Action,0.72,75,24,7.7,33,E10+
Action,0.72,77,8,8.9,17,E10+
Action,0.72,78,46,8,110,T
Shooter,0.72,71,27,5.1,299,M
Action,0.72,65,33,7.1,75,T
Racing,0.72,70,17,7,4,E
Action,0.72,79,75,4.5,2380,M
Misc,0.72,79,16,7.8,33,E10+
Action,0.72,85,60,7.6,88,T
Racing,0.72,71,21,7,5,E
Sports,0.72,69,17,7.3,19,T
Fighting,0.72,88,37,9,37,T
Sports,0.71,88,66,7.5,155,E
Shooter,0.71,73,46,5,845,M
Action,0.71,82,41,8.2,68,T
Action,0.71,68,40,6.6,167,M
Platform,0.71,90,19,8.8,53,E
Action,0.71,86,17,9.2,326,M
Action,0.71,85,75,6.7,288,M
Action,0.71,33,58,4.8,479,M
Shooter,0.71,73,42,7.8,70,M
Platform,0.71,77,49,8.3,340,E
Action,0.71,84,72,7.5,533,M
Fighting,0.71,80,59,7,132,T
Role-Playing,0.71,86,60,8.6,433,T
Role-Playing,0.71,64,27,8.3,74,E
Puzzle,0.71,85,61,8.6,105,E
Action,0.71,84,31,9.1,31,T
Racing,0.71,59,32,8,46,E
Action,0.71,73,34,8.2,30,E
Action,0.71,79,45,8.2,38,T
Platform,0.7,83,77,8.9,712,E
Simulation,0.7,76,19,8.1,24,E
Sports,0.7,59,7,7.8,12,T
Misc,0.7,63,16,6.3,6,E
Sports,0.7,86,10,8,6,E
Sports,0.7,77,13,7.6,21,E
Platform,0.7,75,48,7.6,33,E
Sports,0.7,86,15,5.7,183,E
Racing,0.7,86,53,8.4,108,E10+
Racing,0.69,84,55,6.9,113,E
Racing,0.69,62,11,6.2,34,E10+
Misc,0.69,66,66,6.5,279,E
Racing,0.69,87,19,8.4,15,E
Racing,0.69,74,36,8.5,38,E
Role-Playing,0.69,91,13,9.2,3963,M
Platform,0.69,79,26,7.9,66,E
Action,0.69,69,8,7.2,26,E10+
Fighting,0.69,78,9,6.9,34,T
Racing,0.69,83,24,9,45,E
Simulation,0.69,80,54,7.9,101,T
Sports,0.69,47,15,4.5,21,E10+
Action,0.69,62,11,5.5,8,E
Platform,0.69,83,59,8.8,130,E10+
Role-Playing,0.69,81,29,8.2,33,T
Sports,0.69,78,30,9,20,E
Sports,0.69,75,23,7.9,16,E
Role-Playing,0.68,86,80,8.7,348,T
Sports,0.68,83,12,6.5,36,E
Action,0.68,79,51,7.1,453,M
Sports,0.68,66,32,7.6,30,E
Puzzle,0.68,81,43,8,31,E
Action,0.68,94,70,9,160,M
Shooter,0.68,67,59,8.1,106,T
Sports,0.68,80,44,7.8,190,E
Role-Playing,0.68,73,75,7.3,82,T
Racing,0.68,75,18,6.4,15,E
Racing,0.68,68,16,8.3,15,E
Misc,0.68,49,18,6.3,4,E
Action,0.67,75,47,7.6,122,M
Sports,0.67,81,21,8.1,18,T
Shooter,0.67,73,20,8.9,36,M
Misc,0.67,88,60,8.7,59,T
Action,0.67,83,81,7.9,292,M
Action,0.67,71,16,8.8,8,E
Simulation,0.67,65,18,8.2,28,E
Sports,0.67,73,18,5.9,111,E
Simulation,0.67,75,31,4.4,166,T
Action,0.67,85,59,8.1,148,M
Fighting,0.67,70,19,8.8,31,M
Sports,0.67,87,36,7.8,114,E
Sports,0.67,79,43,6.9,20,E
Sports,0.67,79,31,7.1,34,E
Sports,0.67,92,16,8.3,16,E
Sports,0.66,85,41,5,398,E
Platform,0.66,79,78,7.1,506,E
Racing,0.66,76,15,8.9,64,E
Shooter,0.66,81,32,7.9,93,M
Action,0.66,83,100,8.1,1156,T
Shooter,0.66,78,46,5.1,27,T
Simulation,0.66,65,20,6.5,21,E
Shooter,0.66,67,64,6.3,121,M
Fighting,0.66,73,31,8.6,61,T
Shooter,0.66,81,75,7.3,229,M
Role-Playing,0.66,63,37,7.9,31,E
Sports,0.66,90,27,8.1,61,E
Sports,0.66,91,33,8.3,107,E
Role-Playing,0.65,89,63,8.8,245,T
Role-Playing,0.65,84,70,8.6,219,T
Role-Playing,0.65,89,69,8.8,1940,M
Shooter,0.65,73,27,8.2,63,M
Racing,0.65,57,15,6.5,21,E
Action,0.65,79,53,7.7,308,M
Misc,0.65,85,69,6.8,108,T
Shooter,0.65,72,69,7.2,152,T
Action,0.65,81,74,8,302,M
Shooter,0.65,71,16,7.5,15,T
Simulation,0.65,88,49,8.8,45,T
Action,0.65,80,41,8.8,30,T
Action,0.65,63,27,7.1,7,T
Sports,0.65,83,6,8.3,23,E
Sports,0.65,81,12,8.4,18,E
Sports,0.65,68,8,6.5,4,E
Sports,0.65,83,24,7.7,26,E
Sports,0.65,81,30,7.8,44,E
Platform,0.64,87,68,7.8,98,E10+
Shooter,0.64,74,11,4.2,1635,M
Shooter,0.64,83,91,7.8,543,M
Shooter,0.64,61,20,7.3,27,M
Action,0.64,80,49,8.5,73,E10+
Sports,0.64,75,43,7.7,100,T
Platform,0.64,54,51,6.9,198,E10+
Action,0.64,75,69,7.5,265,M
Shooter,0.64,58,21,6,19,T
Action,0.64,61,11,6,5,E10+
Role-Playing,0.64,89,66,8.4,1106,M
Action,0.64,78,68,6.4,694,M
Sports,0.64,88,26,8.9,14,E
Sports,0.64,91,27,9,27,T
Misc,0.64,86,66,7.9,23,T
Fighting,0.64,53,30,6.3,46,T
Sports,0.64,85,33,8.7,76,E
Racing,0.64,68,22,8.1,7,E
Role-Playing,0.63,87,65,8.8,197,E10+
Action,0.63,78,24,9.3,201,T
Puzzle,0.63,84,56,8.7,44,E
Role-Playing,0.63,82,62,8.6,208,E10+
Racing,0.63,59,40,5.9,71,T
Role-Playing,0.63,83,35,8.7,99,T
Action,0.63,71,94,4.5,5096,T
Role-Playing,0.63,93,30,5.5,1849,M
Action,0.63,68,65,6,160,T
Platform,0.63,75,21,7.8,30,E
Racing,0.63,88,68,6.9,279,E10+
Shooter,0.63,75,51,8.6,27,T
Role-Playing,0.63,85,51,8.4,57,T
Action,0.63,76,47,8.3,136,M
Shooter,0.63,81,89,7.7,1137,M
Shooter,0.63,70,91,6,202,M
Shooter,0.63,91,18,5.6,668,T
Action,0.63,73,71,7.7,224,M
Sports,0.63,74,13,5.2,118,E
Action,0.63,86,55,7.2,74,E
Sports,0.63,89,29,8,12,E
Racing,0.63,69,7,6.8,5,E
Simulation,0.62,73,4,7.7,7,E
Adventure,0.62,84,31,9,52,M
Misc,0.62,57,47,6.3,117,E
Role-Playing,0.62,94,16,8.1,297,T
Racing,0.62,83,54,8.5,134,T
Fighting,0.62,74,27,7.3,41,T
Platform,0.62,78,83,8.5,376,E
Action,0.62,78,22,6.1,402,M
Action,0.62,89,34,8.9,557,M
Action,0.62,71,41,7.4,25,E10+
Action,0.62,82,88,8,268,M
Shooter,0.62,73,79,7.3,126,M
Role-Playing,0.62,82,63,8.5,14,T
Misc,0.62,63,31,6.8,29,E10+
Shooter,0.62,77,45,7.8,49,M
Simulation,0.62,75,36,7.6,50,T
Sports,0.62,76,27,9,18,E
Sports,0.62,77,23,7.2,24,E
Sports,0.62,86,59,8.4,137,T
Simulation,0.62,66,8,4,5,E
Sports,0.62,89,22,8.8,24,E
Sports,0.61,89,51,8,233,E
Sports,0.61,87,26,6.3,616,E
Platform,0.61,80,68,8.8,206,E
Simulation,0.61,84,25,8,21,T
Shooter,0.61,63,94,6.6,3172,M
Role-Playing,0.61,92,57,8.9,440,E10+
Action,0.61,52,37,6.2,106,T
Role-Playing,0.61,87,29,8.3,90,T
Role-Playing,0.61,86,29,9.5,150,E
Action,0.61,67,25,6.1,31,E10+
Adventure,0.61,78,28,8.6,28,E
Shooter,0.61,84,83,7.6,439,M
Misc,0.61,75,20,7.9,12,E
Shooter,0.61,81,33,8.8,17,M
Misc,0.61,71,11,6.3,15,T
Role-Playing,0.61,79,28,8.9,148,E
Action,0.61,68,10,7.8,32,E10+
Fighting,0.61,81,53,8.8,24,M
Racing,0.61,84,53,7.4,40,E10+
Sports,0.61,88,49,7.7,71,E10+
Sports,0.6,91,56,7.6,203,E
Puzzle,0.6,86,62,9.2,111,E10+
Action,0.6,76,91,6.3,635,M
Sports,0.6,82,33,5.4,347,E
Platform,0.6,76,38,8.2,253,E
Role-Playing,0.6,85,89,8.6,984,E10+
Shooter,0.6,80,43,6.9,92,T
Action,0.6,77,12,8.4,16,E10+
Platform,0.6,32,6,4.6,29,E
Racing,0.6,57,51,5.5,102,M
Sports,0.6,88,44,8.8,57,E
Platform,0.6,91,22,8.5,59,T
Platform,0.6,75,25,8.4,26,E
Adventure,0.6,89,50,9,132,E
Action,0.6,57,6,5,5,E
Shooter,0.6,80,17,8.6,46,T
Action,0.6,74,52,7.9,54,T
Sports,0.6,79,33,6,8,E
Sports,0.6,75,10,6.8,8,E
Misc,0.59,83,30,8.4,28,E
Sports,0.59,90,63,7.5,133,E
Action,0.59,83,30,7.5,511,M
Shooter,0.59,87,31,7.8,790,M
Simulation,0.59,74,17,5.3,77,T
Action,0.59,83,22,7.7,262,E10+
Action,0.59,81,74,8,267,M
Platform,0.59,70,16,8.1,19,E
Sports,0.59,89,19,7.8,16,E
Action,0.59,59,19,5.1,20,T
Sports,0.59,92,22,8.5,26,E
Role-Playing,0.59,84,39,8.6,2754,M
Action,0.59,53,43,5.4,437,M
Shooter,0.59,68,85,5.8,404,T
Misc,0.59,79,20,6.6,15,E10+
Sports,0.59,90,25,8.5,21,T
Action,0.59,76,29,8.5,28,E10+
Shooter,0.59,83,29,8.2,24,M
Sports,0.59,68,10,6.6,9,E
Action,0.59,62,12,7.2,11,E
Sports,0.58,81,27,7.6,56,E
Action,0.58,64,48,6.4,182,T
Platform,0.58,77,49,8.5,156,E10+
Action,0.58,84,63,8.2,311,M
Strategy,0.58,88,23,9,713,T
Action,0.58,83,11,8.6,26,E10+
Action,0.58,93,85,8.3,280,M
Platform,0.58,93,12,9.4,358,T
Action,0.58,76,81,8.3,662,T
Sports,0.58,80,43,8.5,48,E
Action,0.58,72,32,7.3,318,M
Role-Playing,0.58,82,33,8.4,363,M
Fighting,0.58,79,47,7.1,34,T
Strategy,0.58,77,63,7.2,53,T
Strategy,0.58,84,55,7.8,171,E10+
Shooter,0.58,78,30,7.8,25,T
Simulation,0.58,76,10,8.9,20,E
Sports,0.58,83,17,7.7,205,E
Action,0.58,77,41,8.6,74,M
Action,0.57,79,64,8.3,544,T
Role-Playing,0.57,54,26,9,133,E
Action,0.57,74,15,8.7,35,E
Platform,0.57,70,14,8.8,60,E
Sports,0.57,57,4,8.4,37,T
Shooter,0.57,70,31,6.3,24,T
Racing,0.57,85,17,8.5,22,E
Action,0.57,88,46,7.5,155,M
Action,0.57,82,58,7.5,383,M
Action,0.57,92,41,7.8,72,T
Misc,0.57,86,43,8,45,T
Shooter,0.57,85,54,8,188,T
Action,0.57,85,46,8.5,111,M
Sports,0.57,79,30,6.4,15,E
Action,0.56,69,17,7.3,18,T
Action,0.56,76,26,6.3,278,M
Action,0.56,73,15,8.3,30,T
Shooter,0.56,43,5,3.4,13,M
Platform,0.56,68,28,9,28,E
Misc,0.56,84,72,8,42,T
Fighting,0.56,80,59,8.4,36,T
Action,0.56,86,74,8.4,329,T
Platform,0.56,54,24,7.9,130,E10+
Role-Playing,0.56,80,40,8.2,89,E
Role-Playing,0.56,85,28,6.9,703,M
Shooter,0.56,75,12,7.8,20,T
Shooter,0.56,74,16,6.8,25,T
Action,0.56,67,18,8.2,10,E10+
Sports,0.56,73,28,6.8,10,E
Sports,0.56,82,30,7,37,E
Action,0.56,73,13,7.4,21,E10+
Sports,0.56,70,28,5.9,34,E
Sports,0.56,64,29,5.3,26,E
Misc,0.55,83,48,9,63,E
Shooter,0.55,73,40,7.3,480,M
Action,0.55,75,65,7.3,1223,M
Adventure,0.55,86,102,8,1288,M
Action,0.55,79,42,8,52,E10+
Fighting,0.55,85,69,8.1,206,T
Racing,0.55,57,15,7.6,9,E
Shooter,0.55,64,64,7.3,247,M
Action,0.55,86,30,7.4,92,T
Platform,0.55,88,13,9.1,69,T
Action,0.55,48,9,6.4,13,E
Role-Playing,0.55,80,71,7.7,446,M
Shooter,0.55,70,16,1.8,442,M
Action,0.55,52,56,4.9,330,M
Action,0.55,38,14,5,6,E
Fighting,0.55,73,30,7.8,23,T
Platform,0.55,48,13,5.1,24,E
Sports,0.55,86,56,7,72,E10+
Racing,0.55,70,43,7.1,17,E
Sports,0.55,65,6,6.6,17,T
Strategy,0.55,69,32,2.9,52,E10+
Action,0.55,81,50,8,45,E10+
Action,0.54,83,51,8.5,120,M
Action,0.54,71,40,8.3,94,M
Action,0.54,63,6,7.7,9,E10+
Shooter,0.54,45,39,5.8,89,M
Role-Playing,0.54,86,60,8.5,176,T
Role-Playing,0.54,68,51,7.6,58,T
Action,0.54,71,52,7.7,71,T
Action,0.54,73,54,7,31,E10+
Action,0.54,81,73,7,189,T
Shooter,0.54,86,16,9,44,T
Platform,0.54,60,50,7.8,238,E10+
Action,0.54,83,61,7.6,162,M
Adventure,0.54,39,6,7.6,5,E
Platform,0.54,80,30,8.7,32,T
Strategy,0.54,84,67,8.7,27,M
Sports,0.54,89,19,8.5,24,T
Shooter,0.54,89,37,7.4,34,M
Shooter,0.54,63,54,6.8,121,T
Action,0.54,68,29,6.7,48,E10+
Shooter,0.54,60,38,7,32,T
Sports,0.54,81,20,7.3,25,E
Sports,0.54,90,30,7.8,87,E
Action,0.53,78,17,9.1,90,T
Shooter,0.53,80,80,7.4,770,T
Action,0.53,70,71,7.2,318,M
Puzzle,0.53,81,78,8.6,377,E
Adventure,0.53,62,22,7.2,36,E
Fighting,0.53,72,28,6.9,80,T
Platform,0.53,78,32,8.2,66,E
Action,0.53,73,73,7.6,179,E
Misc,0.53,80,27,8.3,52,T
Racing,0.53,61,16,6.9,14,E10+
Misc,0.53,86,54,5.7,87,T
Shooter,0.53,65,32,8.3,33,T
Racing,0.53,88,15,8.9,77,E
Action,0.53,76,57,6.6,198,T
Action,0.53,80,56,8.3,154,T
Racing,0.53,83,32,8.8,29,T
Action,0.53,78,35,5.2,53,E10+
Role-Playing,0.53,66,58,7,76,E10+
Sports,0.53,70,36,6.5,15,E
Shooter,0.53,73,39,8.9,16,M
Shooter,0.53,77,41,7.9,16,M
Fighting,0.53,65,16,6.3,15,T
Action,0.53,77,14,8.3,27,E
Action,0.53,84,23,8.5,21,T
Fighting,0.53,72,21,8.1,20,T
Role-Playing,0.53,82,44,7.3,41,T
Misc,0.53,91,10,6.9,36,T
Racing,0.53,78,18,7.7,18,E
Sports,0.53,84,46,7.8,67,E
Racing,0.53,63,32,7.8,16,E
Shooter,0.52,64,45,7.5,30,T
Simulation,0.52,70,25,8.2,24,T
Adventure,0.52,70,98,8.1,2652,M
Misc,0.52,65,26,7.6,10,E
Action,0.52,87,45,8.6,34,T
Adventure,0.52,88,9,9.4,201,T
Action,0.52,76,36,7.3,34,E10+
Racing,0.52,81,25,7.3,14,E
Sports,0.52,89,36,8.7,37,E
Action,0.52,71,28,8.3,22,T
Racing,0.52,63,9,8.8,10,T
Racing,0.52,92,73,7.6,213,E
Action,0.52,77,70,7.7,758,M
Racing,0.52,79,26,8.7,43,T
Sports,0.52,78,20,5.4,14,E
Racing,0.52,74,44,7.4,10,E
Sports,0.52,80,41,7.3,17,E
Action,0.52,83,52,7.7,115,M
Shooter,0.52,49,76,4.4,456,M
Action,0.52,45,6,7.8,11,E10+
Misc,0.52,84,62,8.1,79,T
Action,0.52,71,10,7.8,31,T
Action,0.52,73,13,7.5,12,E10+
Racing,0.52,75,47,6.6,30,E
Action,0.52,58,28,5.9,14,T
Platform,0.52,66,35,6.4,16,E
Platform,0.52,85,46,8.8,172,E10+
Sports,0.52,81,25,8.2,17,E
Simulation,0.51,66,60,6.9,106,E
Fighting,0.51,79,61,8,139,T
Action,0.51,76,24,8.1,99,T
Role-Playing,0.51,84,38,5.4,7512,M
Simulation,0.51,85,52,7.7,164,E10+
Platform,0.51,79,82,7.6,328,T
Shooter,0.51,69,6,7.3,121,E10+
Sports,0.51,89,21,8,22,E
Sports,0.51,81,22,8.9,17,E
Platform,0.51,51,18,3.6,8,E
Fighting,0.51,78,37,7,49,T
Action,0.51,90,86,8,597,M
Action,0.51,61,11,6.7,44,T
Shooter,0.51,76,45,6.7,344,M
Simulation,0.51,62,17,4.9,12,E
Misc,0.51,76,52,5,30,E10+
Role-Playing,0.51,79,63,8.1,86,E10+
Puzzle,0.51,82,20,8.6,11,E
Fighting,0.51,85,47,8.7,20,T
Sports,0.51,88,52,8.4,71,E10+
Sports,0.51,83,44,6.6,86,E10+
Sports,0.5,81,57,8.7,34,E10+
Action,0.5,75,61,7.7,297,M
Racing,0.5,86,85,8.2,977,E10+
Shooter,0.5,89,50,8.2,682,M
Role-Playing,0.5,68,25,8.2,25,E
Action,0.5,81,28,7.5,81,E10+
Shooter,0.5,69,20,7.3,30,T
Misc,0.5,76,55,8.3,21,E
Racing,0.5,82,85,8.4,201,E
Action,0.5,85,62,8,468,M
Sports,0.5,82,16,8.8,12,E
Action,0.5,70,29,8.7,29,E
Fighting,0.5,76,74,8,273,E10+
Misc,0.5,54,27,5.4,34,E
Action,0.5,74,69,7.3,540,T
Action,0.5,70,20,6.7,7,E10+
Role-Playing,0.5,74,55,7.3,81,E
Action,0.5,61,8,5.5,18,T
Sports,0.5,77,32,7.4,14,E
Strategy,0.5,92,28,9,95,E
Misc,0.5,62,35,4.9,11,E
Simulation,0.5,56,6,6,7,E
Fighting,0.5,75,34,7.7,35,T
Platform,0.5,45,28,6,137,E10+
Sports,0.5,72,7,6,9,E
Action,0.5,52,29,7.5,39,M
Shooter,0.5,74,13,6,54,T
Sports,0.5,70,37,8.4,25,E
Sports,0.5,81,18,6.8,19,E
Puzzle,0.5,67,19,6.8,6,E
Sports,0.49,87,51,8,106,E
Shooter,0.49,84,30,8.3,35,M
Simulation,0.49,65,17,6.9,32,T
Role-Playing,0.49,75,35,8.5,60,T
Action,0.49,68,7,7.4,33,T
Racing,0.49,75,31,7.3,42,E10+
Sports,0.49,74,22,7.5,121,T
Fighting,0.49,75,32,8.6,95,T
Simulation,0.49,84,50,8.4,183,T
Racing,0.49,51,5,8,8,E
Shooter,0.49,55,65,6.5,294,M
Strategy,0.49,88,31,9.2,144,E
Action,0.49,75,21,5.9,47,E10+
Platform,0.49,82,48,8.6,73,E
Shooter,0.49,48,4,6.6,16,T
Misc,0.49,84,75,7.7,325,M
Role-Playing,0.49,88,59,8.9,283,T
Strategy,0.49,85,39,7.7,87,E10+
